sku,store,attribute_set,_type,_category,_root_category,websites,category_ids,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,required_options,short_description,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled,grape,wine_year,wine_land,type_of_wine,wine_region,wine_appellation,wine_chateau,wine_classification,wine_drinkstaduim,wine_flavor_type,wine_score,wine_resources_score,product_type_id,store_id,in_depth,model,_product_websites
61,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"De bodem in Blaye is over het algemeen erg vruchtbaar, met kalksteen en klei. De beste wijngaarden, waaronder ook die van Château Haut-Perdillot waar deze wijn gemaakt wordt, mogen de AOC Premières Côtes de Blaye voeren en produceren  soepele, fruitige, jong drinkbare wijnen met een bijzonder goede prijs-kwaliteit verhouding. Heldere, dieprode kleur. Intense neus van rode bessen en kreupelhout. In de mond zacht en goed gevuld, zoete kersen, een subtiele eikentoets en soepele tannines. Samenstelling: 75% merlot, 20% cabernet sauvignon en 5% malbec.",,,1,,,,inner,,,,,,,,Château La Croix de Cabut - Premières Côtes de Blaye,,,Block after Info Column,,7.95,,"Al lang voor de ontwikkeling van de wijnbouw in de Médoc werd er uit Blaye wijn verscheept. Een soepele, fruitige wijn met een bijzonder goede prijs/kwaliteit verhouding.",,,,,,1,2,1,,,,,4,75,75,168,168,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Sauvignon, Malbec",2009,Frankrijk,Rood,Bordeaux,Premières Côtes de Blaye,Château Haut-Perdillot,,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
62,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Deze witte Bordeaux is samengesteld uit sauvignon gris, sauvignon blanc en semillon. Aroma’s van honing en vuursteen, een vet mondgevoel en een explosie van frisheid.",,,1,,,,inner,,,,,,,,Château Tarreyrots - Bordeaux Blanc,,,Block after Info Column,,7.95,,"Bijzondere witte Bordeaux met sauvignon gris, een zelden gebruikte druif die deze witte wijn een lekker vet mondgevoel geeft en een explosie van frisheid.",,,,,,1,2,1,,,,,4,75,75,51,51,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Sauvignon Gris, Sauvignon Blanc, Sémillon",2010,Frankrijk,Wit,Bordeaux,Bordeaux,Château Tarreyrots,,Op dronk,Romig en elegant,,,simple,1,test in depth,,base
64,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Royale en soepele wijn uit de zuidelijke Rhône gemaakt van 70% grenache,15% mourvèdre en 15% syrah. Mooi donkerrood van kleur. Een bouquet van rode en zwarte bessen met tonen van zoethout en specerijen. Lekker vol van smaak, maar wel met een zekere frisheid. Enigszins droppig in de lange afdronk. Nu reeds op dronk maar zeker enkele jaren op te leggen. Heerlijk bij mediterrane gerechten, stoofpot en wild. Vanouds de Zwaan is sinds 2012 de importeur van Cellier des Princes in Nederland. Al sinds 1924 zijn zij de enige coöperatieve wijnmaker in het Châteauneuf du Pape gebied.",,,1,,,,inner,,,,,,,,Côtes-du-Rhône Villages Cellier des Princes,,,Block after Info Column,,7.95,,"Het zuiden van het Rhônedal is de warmste streek van Frankrijk. Grenache kan hier een prachtige wijn opleveren, barstend van zoet fruit. Cellier des Princes maakt dat waar, in deze Villages en in de bekende Cru's",,,,,,1,2,,1,,,,4,75,,75,168,168,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Grenache, Mourvèdre, Syrah",2010,Frankrijk,Rood,Côtes du Rhône,Côtes du Rhône Villages,Cellier des Princes,,"Op dronk, zeker 5 jaar op te leggen",Vol en soepel,,,simple,1,test in depth,,base
65,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"De gewurztraminer is een uiterst aromatische druif, laag in zuren en met een herkenbare kruidigheid. Een gewurztraminer is een goede witte bewaarwijn, waarbij de kruidigheid steeds nadrukkelijker wordt naarmate zijn leeftijd toeneemt. Vanouds de Zwaan betrekt haar Elzaswijnen al jaren van het wijnhuis Hubert Beck, een familiebedrijf dat al sinds 1596 actief is in de wijnbouw. Het is nu de twaalfde generatie van de familie Beck die voor topkwaliteit zorgt, opgebouwd en verkregen door eeuwenlange traditie en ervaring.
",,,1,,,,inner,,,,,,,,Hubert Beck Gewurztraminer,,,Block after Info Column,,7.95,,"Een stevige wijn met body. Krachtig en verleidelijk als hij is, zelfs tegen het zachte aan, kan hij prima als aperitief gedronken worden of bij exotische gerechten, stevige kazen of toetjes.",,,,,,1,2,,,1,,,4,75,,,75,222,222,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,Gewurztraminer,2011,Frankrijk,Wit,Alsace,,Hubert Beck,,Op dronk,"Weelderig, licht zoet",,,simple,1,test in depth,,base
70,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Diep donkerrood van kleur. Een bouquet van klein zwart fruit, leder en kruiden.
Door het toevoegen van een beetje grenache komt het zwarte fruit van de syrah geuriger en fruitiger over. Dik, royaal en soepel in de mond met een stevige afdronk.
",,,1,,,,inner,,,,,,,,Alain Paret Côtes-du-Rhône Villages,,,Block after Info Column,,7.95,,"Een wijn van hoge kwaliteit uit de Zuidelijke Rhône speciaal geselecteerd door Alain Paret. Gemaakt van syrah en grenache, zes maanden gerijpt op eiken vaten.
",,,,,,1,2,,,,,,4,75,120,120,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Syrah, Grenache",2011,Frankrijk,Rood,Côtes du Rhône,Côtes du Rhône Villages,Alain Paret,,"Op dronk, zeker 5 jaar op te leggen",Vol en soepel,,,simple,1,test in depth,,base
71,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"De bodem van Domaine de la Motte heeft een ondergrond van zeldzaam grijsblauw graniet waaruit ook de oudere huizen van het nabij gelegen dorp Saint Lager zijn opgetrokken. De bovenlaag is van vruchtbare kalkrijke klei. Er wordt een stevige Brouilly gemaakt met een gespierde opbouw. Maar liefst 2 sterren in de Guide Hachette 2013! Diep scharlakenrood van kleur. Een mooie Brouilly-stijl , zacht en fruitig dat doet denken aan frambozen en kersen. Goede zuren en smaaklengte zonder vervelende kantjes. Karaktervolle Brouilly om nu van te genieten. De Beaujolais wijnen worden gemaakt, 'gevinifieerd', van de charmante en smaakvolle Gamay-druif (noir à jus blanc) - een zwarte druif met helder sap. In het zuiden, de 'Bas Beaujolais', bestaat de grond uit een mengsel van klei en kalk, en dit levert een wijn op die jong gedronken moet worden. Het belang van het terroir mag men in de Beaujolais zeker niet onderschatten. Alle Cru’s van de Beaujolais komen dan ook uit het noorden van de streek, een gebied met golvende heuvels, arme granietbodems en een gunstig klimaat. Met de gamaydruif en het terroir heb je nog geen Beaujolais. De derde factor is de wijnmaker en daar is Vanouds de Zwaan zeer selectief in geweest.",,,1,,,,inner,,,,,,,,Brouilly Domaine de la Motte,,,Block after Info Column,,8.25,,"Aan de voet van de Mont Brouilly ligt Domaine de la Motte, een kleine wijngaard van 3 ha waar Laurent Charrion met volle overgave zijn druiven koestert. Zijn Brouilly kreeg maar liefst 2 sterren in de Guide Hachette 2013!",,,,,,1,2,1,,,,,4,75,75,90,90,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Gamay,2010,Frankrijk,Rood,Beaujolais,Brouilly,Domaine de la Motte,,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
73,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Vanouds de Zwaan is de exclusieve importeur voor Nederland van het label L. Couturier Père et fils van het zeer gerenommeerde Bourgognehuis Corton-André in Aloxe-Corton. Dit wijnhuis is niet – zoals velen in de Bourgogne – alleen wijnhandel maar heeft ook verschillende mooie wijndomeinen in eigendom. Het team van wijnmakers, onder leiding van Ludivine Griveau, werkt nauw samen met de wijnboeren. Let scherp op goed, duurzaam werk in de wijngaard, en levert hoge kwaliteit door lage opbrengsten waardoor de individualiteit van het terroir behouden blijft. De Chardonnay is schitterend in het glas met een gouden gloed. Een neus met een verrukkelijk botertintje dat zo kenmerkend is voor een goede witte Bourgogne, aangevuld met fris citrusfruit en lichte honingtonen. In de mond een evenwichtige aanzet en een volle smaak van citrus en abrikoos met een vleugje caramel en een mineralige noot. De afdronk is slank en zeer zuiver. Heerlijk als aperitief en bij bijvoorbeeld een carpaccio van zalm met dille, coquilles of camembert.
De druiven komen voor 50% van de Côte de Beaune, met percelen in de gemeenten Meursault, Puligny en Chassagne. De rest komt van de Maconnais (45%) en Côte de Nuits (5%). De bodems zijn kalkhoudende klei met een stevige portie kalksteen voor de Maconnais en Côte de Nuits en nogal kleiachtige mergel aan de Côte de Beaune. ",,,1,,,,inner,,,,,,,,Bourgogne Chardonnay L. Couturier,,,Block after Info Column,,8.95,,"Zo moet het zijn. Een verrukkelijk botertintje dat zo kenmerkend is voor een goede witte Bourgogne, aangevuld met fris citrusfruit en lichte honingtonen. In de mond fris en zacht tegelijk.",,,,,,1,2,1,,,,,4,75,75,312,312,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Chardonnay,2010,Frankrijk,Wit,Bourgogne,,Corton André,,Op dronk,Romig en elegant,,,simple,1,test in depth,,base
74,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Fruitige neus met kersen, bramen en framboos aangevuld met kruidige, aardse tonen. Sappig en fruitig in de mond, met een perfecte balans tussen fruit, frisheid en soepele tannines.
Deze cuvée is samengesteld uit Pinot Noir afkomstig uit diverse wijngaarden in de Côte de Beaune, met name uit Aloxe-Corton, Ladoix, Savigny en Beaune. De bodems zijn allen rijk aan kalksteen en de wijnstokken hebben een gemiddelde leeftijd van 40 jaar. Vanouds de Zwaan is de exclusieve importeur voor Nederland van het label L. Couturier Père et fils van het zeer gerenommeerde Bourgognehuis Corton-André in Aloxe-Corton. Dit wijnhuis is niet – zoals velen in de Bourgogne – alleen wijnhandel maar heeft ook verschillende mooie wijndomeinen in eigendom. Het team van wijnmakers, onder leiding van Ludivine Griveau, werkt nauw samen met de wijnboeren. Let scherp op goed, duurzaam werk in de wijngaard, en levert hoge kwaliteit door lage opbrengsten waardoor de individualiteit van het terroir behouden blijft. 
",,,1,,,,inner,,,,,,,,Bourgogne Pinot Noir L. Couturier ,,,Block after Info Column,,8.95,,"Klassiek voorbeeld voor rode Bourgogne. Deze wijn gaat zeer goed samen met gevarieerde hors d'oeuvres, fijne vleeswaren, gevogelte, een gegrild stukje vlees, maar ook met een geitenkaasje.
",,,,,,1,2,,,,,,4,75,162,162,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,Pinot Noir,2010,Frankrijk,Rood,Bourgogne,,Corton André,,Op dronk,Licht en fruitig,,,simple,1,test in depth,,base
75,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Château de Respide is één van de oudste wijnchâteaux uit Graves, het gebied ten zuidoosten van de stad Bordeaux. De wijngaarden liggen langs de oevers van de Garonne.",,,1,,,,inner,,,,,,,,Château de Respide - Bordeaux Blanc,,,Block after Info Column,,8.95,,"Een droge witte wijn met volop geel, rijp fruit. Mondvullend zacht, fruitig en fris. Mooi bij vis als tong, forel.",,,,,,1,2,,,1,,,4,75,,,75,48,48,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,"Sauvignon Blanc, Sémillon",2010,Frankrijk,Wit,Bordeaux,Graves,Château de Respide,,Op dronk,Fris en droog,,,simple,1,test in depth,,base
76,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Château de la Terrière  heeft een rijke historie en wordt al genoemd in oude kronieken uit de 13de eeuw. Is mooi gelegen met uitzicht op de Mont Brouilly waar ook haar wijngaarden liggen. Vanaf het jaar 1535 wordt er wijn gemaakt. De Fleurie is warmrood van kleur met paarse reflexen. Een fraai aroma van frambozen, rode bessen en een florale toets. Soepel en robuust en toch heel elegant met sappig rijp fruit van framboos, kruisbes en een tikje vanille omlijst met zachte tannines. De afdronk is fris en fruitig. Een typische Fleurie die nu op dronk is. De Beaujolais wijnen worden gemaakt, 'gevinifieerd', van de charmante en smaakvolle Gamay-druif (noir à jus blanc) - een zwarte druif met helder sap. In het zuiden, de 'Bas Beaujolais', bestaat de grond uit een mengsel van klei en kalk, en dit levert een wijn op die jong gedronken moet worden. Het belang van het terroir mag men in de Beaujolais zeker niet onderschatten. Alle Cru’s van de Beaujolais komen dan ook uit het noorden van de streek, een gebied met golvende heuvels, arme granietbodems en een gunstig klimaat. Met de gamaydruif en het terroir heb je nog geen Beaujolais. De derde factor is de wijnmaker en daar is Vanouds de Zwaan zeer selectief in geweest.
",,,1,,,,inner,,,,,,,,Fleurie - Château de la Terrière,,,Block after Info Column,,8.95,,"Fleurie is wellicht de bekendste Cru uit de Beaujolais. Komt van een kleine wijngaard van Château de la Terrière. Frambozen, bessen, een bloemetje - heerlijk.",,,,,,1,2,,1,,,,4,75,,75,168,168,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Gamay,2010,Frankrijk,Rood,Beaujolais,Fleurie,Château de la Terrière,,Op dronk,Licht en fruitig,,,simple,1,test in depth,,base
77,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Mooie, stevige rode wijn van grenache, syrah en mourvèdre. Donker robijnrood van kleur. In de neus een combinatie van zwarte bessen, bramen en kersenaroma’s. Elegant, vol, stevig, goed gestructureerd met een fraaie balans tussen fruit en kruiden. Heerlijk bij zowel rood als wit vlees.",,,1,,,,inner,,,,,,,,Vacqueyras Font Sante,,,Block after Info Column,,9.5,,Het kleine broertje van Gigondas. Doordat er meer syrah in is gebruikt dan in de Gigondas scoort deze wijn meer op kracht en kruidigheid dan op fruit en structuur.,,,,,,1,2,,,,,,4,75,39,39,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,"Grenache, Mourvèdre, Syrah
",2010,Frankrijk,Rood,Côtes du Rhône,Vacqueyras,Font Sante,,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
78,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Hubert Beck maakt zijn Grand Cru wijnen van de Frankstein wijngaarden rondom het stadje Dambach-la-Ville waar hij gevestigd is met zijn bedrijf. Zo ook deze intense, krachtige Riesling. Frisse zuren, florale tonen en - dankzij de granieten ondergrond van de Frankstein wijngaarden - een extra mooi mineralig accent. De benaming Alsace Grand Cru wordt alleen toegekend aan wijnen die voldoen aan een aantal kwaliteitscriteria als strikte gebiedsbegrenzing, laag rendement per hectare en speciale regels voor het bewerken van de wijngaard. Grands Crus d’Alsace zijn, mits goed bewaard, tenminste 10 jaar houdbaar. ",,,1,,,,inner,,,,,,,,Hubert Beck Riesling Grand Cru Frankstein,,,Block after Info Column,,9.75,,"Meesterlijk lichtzoete witte wijn, frisse zuren en florale tonen en de karakteristieke 'gout de petrol' die hoort bij een echt goede riesling.",,,,,,1,2,1,,,,,4,75,75,66,66,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,Riesling,2010,Frankrijk,Wit,Alsace,,Hubert Beck,Grand Cru,"Op dronk, tenminste 10 jaar houdbaar",Zoet en dessertwijn,,,simple,1,test in depth,,base
79,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"“Les Burdelines” ligt op een granieten plateau rijk aan mineralen en in het bijzonder aan mangaan. Mangaan is een karakteristiek en onmisbaar element in dit terroir voor een goede Moulin-à-Vent. Het geeft de wijn haar mooie kleur, concentratie en mineraliteit. De kleine druiven zorgen voor een wijn met een diepe kleur, veel aroma’s en stevige tannines. De opvoeding op houten vaten zorgt voor een soepele structuur. Donker robijnrood van kleur. Neus van gekonfijte zwarte bessenaroma’s met florale tonen. In de mond komt de complexiteit van het terroir goed tot uiting. Een subtiel pallet van herfstblad, braam, cacao en kruiden. Een stevige wijn, goed van opbouw en structuur. Is op dronk maar nog zeker enkele jaren op te leggen. De Beaujolais wijnen worden gemaakt, 'gevinifieerd', van de charmante en smaakvolle Gamay-druif (noir à jus blanc) - een zwarte druif met helder sap. In het zuiden, de 'Bas Beaujolais', bestaat de grond uit een mengsel van klei en kalk, en dit levert een wijn op die jong gedronken moet worden. Het belang van het terroir mag men in de Beaujolais zeker niet onderschatten. Alle Cru’s van de Beaujolais komen dan ook uit het noorden van de streek, een gebied met golvende heuvels, arme granietbodems en een gunstig klimaat. Met de gamaydruif en het terroir heb je nog geen Beaujolais. De derde factor is de wijnmaker en daar is Vanouds de Zwaan zeer selectief in geweest.

",,,1,,,,inner,,,,,,,,Moulin-à-Vent Domaine des Burdelines,,,Block after Info Column,,9.85,,"“Les Burdelines” is één van de 15 prestigieuze “climats” ofwel wijngaarden in Moulin-à-Vent. De wijngaard is slechts 1,2 hectare groot. Top Cru uit de Beaujolais met een mooie kleur, concentratie en mineraliteit.",,,,,,1,2,,1,,,,4,75,,75,60,60,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Gamay,2009,Frankrijk,Rood,Beaujolais,Moulin-à-Vent,Domaine Les Burdelines,,"Op dronk, zeker 5 jaar op te leggen",Krachtig en complex,,,simple,1,test in depth,,base
80,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Donker fruit en een mooi fris-fruitige neus met een mineralige toets en een vleugje hout; in de mond kersen, geconfijt fruit en een heerlijk droppige afdronk. Op eiken gerijpt. Samenstelling: 80% merlot, 10% cabernet sauvignon en 10% cabernet franc. Faure-Beauséjour is de tweede wijn van Château Beauséjour. Geleverd in originele houten kist van 6 flessen", in de mond kersen,,1,,,,inner,,,,,,,,Château Faure-Beauséjour - Fronsac,,,,,9.89,9.89,"De appellation Fronsac ligt zij aan zij met Saint-Émilion en Pomerol. Minder bekend dan zijn illustere buren, maar op kwaliteit doen de stevige, full-bodied wijnen van Fronsac zeker niet onder. ",,,,,,1,2,2,,1,,,4,75,75,,75,180,180,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Sauvignon, Cabernet Franc",2009,Frankrijk,Rood,Bordeaux,Fronsac,Château Beauséjour,,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
82,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Jean-Christophe Babe studeerde aan de Universiteit van Bordeaux, waar hij zijn thesis heeft geschreven over Edele Rotting; de botrytis welke de Sauternes zo bijzonder maakt. Zijn wijngaarden, zo'n 13 hectare, liggen in de commune van Preignac in Sauternes. De gemiddelde leeftijd van de stokken is 30 jaar. De wijnen van Château Delmond, de tweede wijn van Château Laville, zijn echter gemaakt van de jongere stokken, wat een frissere, lichtere stijl wijnen oplevert zonder de complexiteit en volheid van een goede Sauternes te verliezen. Glinsterend goud van kleur. Intense en expressieve neus, met toetsen van honing, gekonfijte vruchten en sinaasappelmarmelade. In de mond is de wijn rond, vol en heerlijk zoet met een mooie balans in de frisse afdronk.",,,1,,,,inner,,,,,,,,Château Delmond - Sauternes,,,Block after Info Column,,9.95,,"Deze dessertwijn van handgeplukte druiven is rond, vol en heerlijk zoet maar wel met een verrassende frisheid in de afdronk. Heerlijk bij kaasplank, dessert of foie gras.",,,,,,1,2,,1,,,,4,37.5,,37.5,66,66,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Sauvignon Blanc, Sémillon",2007,Frankrijk,Wit,Bordeaux,Sauternes,Château Laville,,"Op dronk, zeker 5 jaar op te leggen",Zoet en dessertwijn,,,simple,1,test in depth,,base
83,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Rondom het befaamde Saint-Émilion liggen een aantal wijngebieden die ook wel de sattelieten van Saint-Émilion genoemd worden. Montagne Saint-Émilion is er daar één van, en in deze appellation ligt Château Négrit. Het terroir in deze appellation is vergelijkbaar met de kalkrijke grond van Saint-Émilion. Van de merlot druif worden hier gulle, volle rode wijnen gemaakt die prima combineren bij stevige vleesgerechten, stoofpotjes en wild.",,,1,,,,inner,,,,,,,,Château Négrit - Montagne Saint-Émilion,,,Block after Info Column,,9.95,,"Een gulle, volle wijn in de karakteristieke Saint-Émilion stijl. Mooie impressies van rode bessen en kersen, soepel en rond.",,,,,,1,2,,1,,,,4,75,,75,36,36,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Merlot,2009,Frankrijk,Rood,Bordeaux,Montagne Saint-Émilion,Château Négrit 2009,,Op dronk,Vol en soepel,,,simple,1,test in depth,,base
84,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Tweede wijn van Château Donissan, Cru Bourgeois. Groot landgoed van 200 ha maar met slechts 10 ha wijngaard. Bewuste keus van de familie Laporte die met 300 jaar ervaring in wijn maken kwaliteit boven kwantiteit kiest. Een fris bouquet van kersen met nuances van tabaksblad en munt; vol van smaak, zwarte bessen met een vleugje menthol en pruim, en zachte tannines – uitstekend in balans. Op eiken gerijpt. Nu al op dronk maar nog zeker 5 jaar op te leggen.",,,1,,,,inner,,,,,,,,Château Veyrin - Listrac Médoc,,,Block after Info Column,,9.95,,"Een topwijn uit de Médoc van de familie Laporte - 300 jaar ervaring in wijn maken! Vol van smaak, fruitig en zacht, mede dankzij de houtrijping.",,,,,,1,2,,1,,,,4,75,,75,120,120,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Sauvignon, Petit Verdot",2010,Frankrijk,Rood,Bordeaux,Listrac-Médoc,Château Donissan,,"Op dronk, zeker 5 jaar op te leggen",Vol en soepel,,,simple,1,test in depth,,base
85,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Van de Frankstein Grand Cru wijngaarden komt deze weelderige, volle Pinot Gris met een krachtige structuur en een lange afdronk. Complexe aroma's van rijp tropisch fruit, goede balans tussen zoet en zuur, stevig en rond met een volle afdronk. De granieten ondergrond van de Frankstein wijngaarden geeft de wijn een mooi mineralig accent. De benaming Alsace Grand Cru wordt alleen toegekend aan wijnen die voldoen aan een aantal kwaliteitscriteria als strikte gebiedsbegrenzing, laag rendement per hectare en speciale regels voor het bewerken van de wijngaard. Grands Crus d’Alsace zijn, mits goed bewaard, tenminste 10 jaar houdbaar. ",,,1,,,,inner,,,,,,,,Hubert Beck Pinot Gris Grand Cru Frankstein,,,Block after Info Column,,9.95,,"Meesterlijk zoete witte wijn, rijp tropisch fruit, stevig en rond. Hubert Beck maakt zijn Grand Cru wijnen van de Frankstein wijngaarden rondom het stadje Dambach-la-Ville.",,,,,,1,2,,1,,,,4,75,,75,54,54,0,1,0,0,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,Pinot Gris,2010,Frankrijk,Wit,Alsace,,Hubert Beck,Grand Cru,"Op dronk, tenminste 10 jaar houdbaar",Zoet en dessertwijn,,,simple,1,test in depth,,base
86,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Al vier generaties wordt er door de familie Pollier wijn gemaakt op de steile hellingen in het dorpje Fuissé. Op de 10ha van het domein wordt op traditionele wijze wijn geproduceerd. Daniel Pollier gebruikt niet al te veel eiken, waardoor de rijke fruitsmaken van de wijn goed naar voren komen.",,,1,,,,inner,,,,,,,,Saint Veran Domaine Pollier,,,Block after Info Column,,10.65,,"Traditionele chardonnay uit de Bourgogne, krachtig en vol, zacht en romig met aroma's van perzik, peer, bloemen, amandel en een vleugje vuursteen.",,,,,,1,2,,,,,,4,75,,,,,75,1,1,0,1,0,1,1,1,1,0,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,Chardonnay,2010,Frankrijk,Wit,Bourgogne,Saint Veran,Domaine Pollier,,Op dronk,Romig en elegant,,,simple,1,test in depth,,base
87,default,Wijnen,simple,Wijnen,Root Catalog,base,3,2014-02-18 21:42:32,,,,,"Een karakteristieke rode Bordeaux. Mooi donker robijnrood van kleur, aroma’s van rijp zwart fruit, fris en elegant, met een zachte maar ook frisse afdronk. Samenstelling: merlot 60%, cabernet sauvignon 20%, cabernet franc 10% en malbec 10%. 
",,,1,,,,inner,,,,,,,,Château Marjosse,,,Block after Info Column,,10.75,,"Château Marjosse is in 1997 gekocht door Pierre Lurton, onder meer directeur van Château Cheval Blanc in Saint-Émilion. In slechts enkele jaren heeft hij met de wijnen van Marjosse veel erkenning verdiend.",,,,,,1,2,1,,,,,4,75,75,2,2,0,1,0,0,1,1,1,1,1,0,,1,1,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,"Merlot, Cabernet Sauvignon, Cabernet Franc, Malbec",2006,Frankrijk,Rood,Bordeaux,Bordeaux,Château Marjosse,,Op dronk,Licht en fruitig,,,simple,1,test in depth,,base
